,title,year,runtime_minutes,genres,average_rating,domestic_gross,foreign_gross,total_gross,genre_1,genre_2,genre_3
2022,'71,2014,99.0,"Action,Drama,Thriller",7.2,1300000.0,355000.0,1655000.0,Action,Drama,Thriller
1848,"1,000 Times Good Night",2013,117.0,"Drama,War",7.1,53900.0,0.0,53900.0,Drama,War,
280,10 Cloverfield Lane,2016,103.0,"Drama,Horror,Mystery",7.2,72100000.0,38100000.0,110200000.0,Drama,Horror,Mystery
1142,10 Years,2011,100.0,"Comedy,Drama,Romance",6.1,203000.0,0.0,203000.0,Comedy,Drama,Romance
2288,1001 Grams,2014,93.0,Drama,6.3,11000.0,0.0,11000.0,Drama,,
2940,102 Not Out,2018,102.0,"Comedy,Drama",7.5,1300000.0,10900000.0,12200000.0,Comedy,Drama,
1127,11-11-11,2011,90.0,"Horror,Mystery,Thriller",4.0,32800.0,5700000.0,5732800.0,Horror,Mystery,Thriller
577,12 Strong,2018,130.0,"Action,Drama,History",6.6,45800000.0,21600000.0,67400000.0,Action,Drama,History
1549,12 Years a Slave,2013,134.0,"Biography,Drama,History",8.1,56700000.0,131100000.0,187800000.0,Biography,Drama,History
777,127 Hours,2010,94.0,"Adventure,Biography,Drama",7.6,18300000.0,42400000.0,60700000.0,Adventure,Biography,Drama
617,13 Assassins,2010,141.0,"Action,Adventure,Drama",7.6,803000.0,16800000.0,17603000.0,Action,Adventure,Drama
1569,13 Sins,2014,93.0,"Horror,Thriller",6.3,13800.0,0.0,13800.0,Horror,Thriller,
642,14 Blades,2010,114.0,"Action,History,Thriller",6.4,0.0,3800000.0,3800000.0,Action,History,Thriller
1368,17 Girls,2011,86.0,Drama,6.0,15100.0,186000.0,201100.0,Drama,,
1220,1911,2011,121.0,"Action,Adventure,Drama",5.9,136000.0,0.0,136000.0,Action,Adventure,Drama
2122,"2 Autumns, 3 Winters",2013,91.0,Comedy,6.7,5800.0,0.0,5800.0,Comedy,,
896,2 Days in New York,2012,96.0,"Comedy,Drama,Romance",6.0,633000.0,1000000.0,1633000.0,Comedy,Drama,Romance
393,2 Guns,2013,109.0,"Action,Comedy,Crime",6.7,75600000.0,56300000.0,131900000.0,Action,Comedy,Crime
1878,2 States,2014,149.0,"Comedy,Drama,Romance",6.9,2200000.0,0.0,2200000.0,Comedy,Drama,Romance
1908,20 Feet from Stardom,2013,91.0,"Documentary,Music",7.4,4900000.0,0.0,4900000.0,Documentary,Music,
2152,"20,000 Days on Earth",2014,97.0,"Documentary,Drama,Music",7.5,280000.0,1800000.0,2080000.0,Documentary,Drama,Music
2591,20th Century Women,2016,119.0,"Comedy,Drama",7.3,5700000.0,0.0,5700000.0,Comedy,Drama,
354,21 Jump Street,2012,109.0,"Action,Comedy,Crime",7.2,138400000.0,63100000.0,201500000.0,Action,Comedy,Crime
270,22 Bullets,2010,117.0,"Action,Crime,Drama",6.7,0.0,21300000.0,21300000.0,Action,Crime,Drama
1790,22 Jump Street,2014,112.0,"Action,Comedy,Crime",7.0,191700000.0,139600000.0,331300000.0,Action,Comedy,Crime
1640,28 Hotel Rooms,2012,82.0,"Drama,Romance",5.8,18900.0,0.0,18900.0,Drama,Romance,
254,2:22,2017,98.0,Thriller,5.8,400.0,0.0,400.0,Thriller,,
1676,3 Days to Kill,2014,117.0,"Action,Drama,Thriller",6.2,30700000.0,21900000.0,52600000.0,Action,Drama,Thriller
2544,3 Generations,2015,92.0,Drama,5.8,156000.0,375000.0,531000.0,Drama,,
943,30 Minutes or Less,2011,83.0,"Action,Comedy,Crime",6.1,37100000.0,3500000.0,40600000.0,Action,Comedy,Crime
1071,360,2011,110.0,"Drama,Thriller",6.2,100000.0,1600000.0,1700000.0,Drama,Thriller,
2351,45 Years,2015,91.0,"Drama,Romance",7.1,4200000.0,0.0,4200000.0,Drama,Romance,
2154,47 Meters Down,2017,89.0,"Adventure,Drama,Horror",5.6,44300000.0,0.0,44300000.0,Adventure,Drama,Horror
474,47 Ronin,2013,128.0,"Action,Adventure,Drama",6.3,38400000.0,113400000.0,151800000.0,Action,Adventure,Drama
709,5 Days of War,2011,113.0,"Action,Drama,War",5.6,17500.0,0.0,17500.0,Action,Drama,War
2156,5 Flights Up,2014,88.0,"Comedy,Drama",6.2,1000000.0,0.0,1000000.0,Comedy,Drama,
1968,5 to 7,2014,95.0,"Comedy,Drama,Romance",7.1,163000.0,0.0,163000.0,Comedy,Drama,Romance
430,50/50,2010,77.0,Documentary,7.5,35000000.0,4200000.0,39200000.0,Documentary,,
429,50/50,2011,100.0,"Comedy,Drama,Romance",7.7,35000000.0,4200000.0,39200000.0,Comedy,Drama,Romance
2813,6 Below: Miracle on the Mountain,2017,98.0,"Adventure,Biography,Drama",5.7,14800.0,1100000.0,1114800.0,Adventure,Biography,Drama
279,6 Souls,2010,112.0,"Horror,Mystery,Thriller",6.1,0.0,852000.0,852000.0,Horror,Mystery,Thriller
1830,7 Boxes,2012,105.0,"Adventure,Crime,Drama",7.2,38100.0,267000.0,305100.0,Adventure,Crime,Drama
2806,7 Days in Entebbe,2018,107.0,"Action,Drama,History",5.8,3300000.0,5400000.0,8700000.0,Action,Drama,History
2137,99 Homes,2014,112.0,Drama,7.1,1400000.0,0.0,1400000.0,Drama,,
2923,A Bad Moms Christmas,2017,104.0,"Adventure,Comedy",5.5,72100000.0,58400000.0,130500000.0,Adventure,Comedy,
1435,A Beautiful Life,2011,124.0,"Drama,Romance",6.7,66200.0,0.0,66200.0,Drama,Romance,
2096,A Beautiful Planet,2016,46.0,Documentary,7.4,15500000.0,9400000.0,24900000.0,Documentary,,
787,A Better Life,2011,98.0,"Drama,Romance",7.2,1800000.0,0.0,1800000.0,Drama,Romance,
788,A Better Life,2011,110.0,Drama,6.6,1800000.0,0.0,1800000.0,Drama,,
1566,A Bigger Splash,2015,125.0,"Drama,Thriller",6.4,2000000.0,5500000.0,7500000.0,Drama,Thriller,
1586,A Bottle in the Gaza Sea,2010,100.0,Drama,7.2,5900.0,306000.0,311900.0,Drama,,
2237,A Brilliant Young Mind,2014,111.0,"Drama,Romance",7.2,172000.0,0.0,172000.0,Drama,Romance,
2954,A Ciambra,2017,118.0,"Crime,Drama",6.9,41900.0,0.0,41900.0,Crime,Drama,
1467,A Coffee in Berlin,2012,86.0,"Comedy,Drama",7.4,150000.0,2600000.0,2750000.0,Comedy,Drama,
2672,A Cure for Wellness,2016,146.0,"Drama,Fantasy,Horror",6.4,8100000.0,18500000.0,26600000.0,Drama,Fantasy,Horror
822,A Dangerous Method,2011,99.0,"Biography,Drama,Romance",6.4,5700000.0,21800000.0,27500000.0,Biography,Drama,Romance
1198,A Dog's Purpose,2017,100.0,"Adventure,Comedy,Drama",7.1,64500000.0,140500000.0,205000000.0,Adventure,Comedy,Drama
2831,A Fantastic Woman,2017,104.0,Drama,7.2,2000000.0,0.0,2000000.0,Drama,,
1760,A Five Star Life,2013,85.0,"Drama,Romance",6.3,307000.0,2200000.0,2507000.0,Drama,Romance,
2830,A Gentleman,2017,145.0,"Action,Comedy",6.3,410000.0,2500000.0,2910000.0,Action,Comedy,
2908,A Ghost Story,2017,92.0,"Drama,Fantasy,Romance",6.8,1600000.0,0.0,1600000.0,Drama,Fantasy,Romance
1827,A Girl Walks Home Alone at Night,2014,101.0,"Drama,Horror",7.0,492000.0,0.0,492000.0,Drama,Horror,
1561,A Glimpse Inside the Mind of Charles Swan III,2012,86.0,Comedy,4.8,45400.0,0.0,45400.0,Comedy,,
912,A Good Day to Die Hard,2013,98.0,"Action,Thriller",5.3,67300000.0,237300000.0,304600000.0,Action,Thriller,
351,A Good Old Fashioned Orgy,2011,95.0,"Comedy,Romance",6.2,200000.0,0.0,200000.0,Comedy,Romance,
1743,A Haunted House,2013,86.0,"Comedy,Fantasy",5.1,40000000.0,20100000.0,60100000.0,Comedy,Fantasy,
2110,A Haunted House 2,2014,86.0,"Comedy,Fantasy",4.7,17300000.0,6600000.0,23900000.0,Comedy,Fantasy,
1722,A Hijacking,2012,103.0,"Drama,Thriller",7.2,414000.0,0.0,414000.0,Drama,Thriller,
2174,A Hologram for the King,2016,98.0,"Comedy,Drama,Romance",6.1,4200000.0,0.0,4200000.0,Comedy,Drama,Romance
336,A Late Quartet,2012,105.0,"Drama,Music",7.1,1600000.0,0.0,1600000.0,Drama,Music,
1354,A Letter to Momo,2011,120.0,"Adventure,Animation,Comedy",7.3,71700.0,6700000.0,6771700.0,Adventure,Animation,Comedy
627,A Little Bit of Heaven,2011,106.0,"Comedy,Drama,Fantasy",6.3,15400.0,1300000.0,1315400.0,Comedy,Drama,Fantasy
2034,A Little Chaos,2014,112.0,"Drama,Romance",6.5,558000.0,9500000.0,10058000.0,Drama,Romance,
39,A Long Way Down,2014,96.0,"Comedy,Drama",6.4,13300.0,7200000.0,7213300.0,Comedy,Drama,
2524,A Man Called Ove,2015,116.0,"Comedy,Drama,Romance",7.7,3500000.0,0.0,3500000.0,Comedy,Drama,Romance
2750,A Melody to Remember,2016,124.0,"Action,Drama,War",7.3,44300.0,0.0,44300.0,Action,Drama,War
2001,A Million Ways to Die in the West,2014,116.0,"Comedy,Western",6.1,43100000.0,44100000.0,87200000.0,Comedy,Western,
2309,A Monster Calls,2016,108.0,"Animation,Drama,Fantasy",7.5,3700000.0,43600000.0,47300000.0,Animation,Drama,Fantasy
2626,A Monster with a Thousand Heads,2015,74.0,"Drama,Thriller",6.6,24900.0,0.0,24900.0,Drama,Thriller,
2163,A Most Violent Year,2014,125.0,"Crime,Drama,Thriller",7.0,5700000.0,6300000.0,12000000.0,Crime,Drama,Thriller
1487,A Most Wanted Man,2014,122.0,"Crime,Drama,Thriller",6.8,17200000.0,19000000.0,36200000.0,Crime,Drama,Thriller
2942,A Paris Education,2018,137.0,Drama,6.3,21600.0,0.0,21600.0,Drama,,
2368,A Perfect Day,2015,106.0,"Comedy,Drama,War",6.8,14000.0,1700000.0,1714000.0,Comedy,Drama,War
1390,A Pigeon Sat on a Branch Reflecting on Existence,2014,101.0,"Comedy,Drama,Fantasy",7.0,223000.0,0.0,223000.0,Comedy,Drama,Fantasy
1864,A Private War,2018,110.0,"Biography,Drama,War",6.7,1600000.0,2200000.0,3800000.0,Biography,Drama,War
1905,A Quiet Passion,2016,125.0,"Biography,Drama",6.5,1900000.0,0.0,1900000.0,Biography,Drama,
2921,A Quiet Place,2018,90.0,"Drama,Horror,Sci-Fi",7.6,188000000.0,152900000.0,340900000.0,Drama,Horror,Sci-Fi
2920,A Quiet Place,2016,80.0,Documentary,6.6,188000000.0,152900000.0,340900000.0,Documentary,,
399,A Royal Affair,2012,137.0,"Biography,Drama,History",7.6,1500000.0,6000000.0,7500000.0,Biography,Drama,History
1327,A Royal Night Out,2015,97.0,"Comedy,Drama,Romance",6.5,228000.0,0.0,228000.0,Comedy,Drama,Romance
990,A Screaming Man,2010,92.0,Drama,6.7,9900.0,175000.0,184900.0,Drama,,
1321,A Separation,2011,123.0,"Drama,Thriller",8.3,7100000.0,12800000.0,19900000.0,Drama,Thriller,
1322,A Separation,2013,70.0,"Documentary,Drama,Family",6.9,7100000.0,12800000.0,19900000.0,Documentary,Drama,Family
2793,A Silent Voice,2016,130.0,"Animation,Drama,Romance",8.2,310000.0,0.0,310000.0,Animation,Drama,Romance
2974,A Simple Favor,2018,117.0,"Comedy,Crime,Drama",6.9,53500000.0,44100000.0,97600000.0,Comedy,Crime,Drama
1527,A Simple Life,2011,118.0,Drama,7.6,192000.0,2600000.0,2792000.0,Drama,,
522,A Somewhat Gentle Man,2010,113.0,"Comedy,Crime,Drama",6.9,37700.0,1800000.0,1837700.0,Comedy,Crime,Drama
2374,A Street Cat Named Bob,2016,103.0,"Biography,Comedy,Drama",7.4,82700.0,0.0,82700.0,Biography,Comedy,Drama
258,A Tale of Love and Darkness,2015,95.0,"Biography,Drama,History",6.0,572000.0,0.0,572000.0,Biography,Drama,History
2959,A Taxi Driver,2017,137.0,"Action,Drama,History",7.8,1500000.0,80100000.0,81600000.0,Action,Drama,History
71,A Thousand Words,2012,91.0,"Comedy,Drama",5.9,18500000.0,3600000.0,22100000.0,Comedy,Drama,
2296,A United Kingdom,2016,111.0,"Biography,Drama,Romance",6.8,3900000.0,9900000.0,13800000.0,Biography,Drama,Romance
388,A Very Harold & Kumar 3D Christmas,2011,90.0,"Adventure,Comedy",6.3,35100000.0,326000.0,35426000.0,Adventure,Comedy,
5,A Walk Among the Tombstones,2014,114.0,"Action,Crime,Drama",6.5,26300000.0,26900000.0,53200000.0,Action,Crime,Drama
277,A Walk in the Woods,2015,104.0,"Adventure,Biography,Comedy",6.3,29500000.0,8000000.0,37500000.0,Adventure,Biography,Comedy
2456,A War,2015,115.0,"Crime,Drama,War",7.1,123000.0,0.0,123000.0,Crime,Drama,War
2145,A Wedding Invitation,2013,101.0,"Drama,Romance",6.1,14400.0,0.0,14400.0,Drama,Romance,
1814,A Werewolf Boy,2012,122.0,"Fantasy,Romance",7.4,343000.0,41300000.0,41643000.0,Fantasy,Romance,
2746,A Woman's Life,2016,119.0,Drama,6.5,37600.0,0.0,37600.0,Drama,,
939,A Wrinkle in Time,2018,109.0,"Adventure,Family,Fantasy",4.2,100500000.0,32200000.0,132700000.0,Adventure,Family,Fantasy
1821,ABCD (Any Body Can Dance),2013,160.0,"Drama,Music",6.4,222000.0,0.0,222000.0,Drama,Music,
899,ATM,2012,90.0,"Horror,Thriller",4.7,3000.0,0.0,3000.0,Horror,Thriller,
886,Abduction,2011,106.0,"Action,Mystery,Thriller",5.1,28100000.0,54000000.0,82100000.0,Action,Mystery,Thriller
888,Abduction,2017,90.0,"Action,Comedy,Drama",3.0,28100000.0,54000000.0,82100000.0,Action,Comedy,Drama
889,Abduction,2019,106.0,"Action,Sci-Fi",6.1,28100000.0,54000000.0,82100000.0,Action,Sci-Fi,
887,Abduction,2011,84.0,"Horror,Thriller",5.2,28100000.0,54000000.0,82100000.0,Horror,Thriller,
1453,About Cherry,2012,98.0,Drama,4.8,3000.0,0.0,3000.0,Drama,,
1707,About Time,2013,123.0,"Comedy,Drama,Fantasy",7.8,15300000.0,71800000.0,87100000.0,Comedy,Drama,Fantasy
2764,Abracadabra,2017,96.0,"Comedy,Drama,Fantasy",6.0,14000.0,0.0,14000.0,Comedy,Drama,Fantasy
919,Abraham Lincoln: Vampire Hunter,2012,105.0,"Action,Fantasy,Horror",5.9,37500000.0,79000000.0,116500000.0,Action,Fantasy,Horror
1156,Absolutely Anything,2015,85.0,"Comedy,Sci-Fi",6.0,20200.0,0.0,20200.0,Comedy,Sci-Fi,
1624,Absolutely Fabulous: The Movie,2016,91.0,"Comedy,Crime",5.4,4800000.0,33100000.0,37900000.0,Comedy,Crime,
869,Act of Valor,2012,110.0,"Action,Adventure,Drama",6.5,70000000.0,11300000.0,81300000.0,Action,Adventure,Drama
1714,Addicted,2014,106.0,"Drama,Thriller",5.2,17400000.0,0.0,17400000.0,Drama,Thriller,
1284,Admission,2013,107.0,"Comedy,Drama,Romance",5.7,18000000.0,0.0,18000000.0,Comedy,Drama,Romance
1614,Adore,2013,112.0,"Drama,Romance",6.2,319000.0,0.0,319000.0,Drama,Romance,
1933,Adrift,2012,65.0,Drama,6.0,31400000.0,28500000.0,59900000.0,Drama,,
1934,Adrift,2018,96.0,"Action,Adventure,Biography",6.6,31400000.0,28500000.0,59900000.0,Action,Adventure,Biography
205,Adult World,2013,97.0,"Comedy,Drama",6.2,25400.0,0.0,25400.0,Comedy,Drama,
2266,Advanced Style,2014,72.0,"Biography,Comedy,Documentary",7.3,87900.0,0.0,87900.0,Biography,Comedy,Documentary
2623,Ae Dil Hai Mushkil,2016,158.0,"Drama,Music,Musical",5.8,4300000.0,24100000.0,28400000.0,Drama,Music,Musical
2589,Aferim!,2015,108.0,"Adventure,Comedy,Drama",7.6,108000.0,0.0,108000.0,Adventure,Comedy,Drama
334,African Cats,2011,89.0,"Adventure,Documentary",7.6,15400000.0,15400000.0,30800000.0,Adventure,Documentary,
1286,After Earth,2013,100.0,"Action,Adventure,Drama",4.8,60500000.0,183300000.0,243800000.0,Action,Adventure,Drama
2060,After the Storm,2013,105.0,Drama,8.0,272000.0,0.0,272000.0,Drama,,
2061,After the Storm,2016,118.0,"Comedy,Drama",7.4,272000.0,0.0,272000.0,Comedy,Drama,
2763,Afterimage,2016,98.0,"Biography,Drama,History",7.1,33400.0,0.0,33400.0,Biography,Drama,History
2000,Against the Sun,2014,100.0,"Adventure,Biography,Drama",6.5,4600.0,0.0,4600.0,Adventure,Biography,Drama
536,Agent Vinod,2012,157.0,"Action,Adventure,Thriller",5.2,698000.0,0.0,698000.0,Action,Adventure,Thriller
1349,Agneepath,2012,174.0,"Action,Drama",7.0,2000000.0,0.0,2000000.0,Action,Drama,
1341,Ai Weiwei: Never Sorry,2012,91.0,Documentary,7.6,534000.0,0.0,534000.0,Documentary,,
1900,Ain't Them Bodies Saints,2013,96.0,"Crime,Drama,Romance",6.4,397000.0,635000.0,1032000.0,Crime,Drama,Romance
895,Albert Nobbs,2011,113.0,"Drama,Romance",6.7,3000000.0,2600000.0,5600000.0,Drama,Romance,
1128,Alex Cross,2012,101.0,"Action,Crime,Mystery",5.1,25900000.0,8700000.0,34600000.0,Action,Crime,Mystery
1100,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81.0,"Comedy,Family",6.2,67000000.0,34400000.0,101400000.0,Comedy,Family,
2004,Alice Through the Looking Glass,2016,113.0,"Adventure,Family,Fantasy",6.2,77000000.0,222400000.0,299400000.0,Adventure,Family,Fantasy
1816,Alien: Covenant,2017,122.0,"Horror,Sci-Fi,Thriller",6.4,74300000.0,166600000.0,240900000.0,Horror,Sci-Fi,Thriller
1052,All Eyez on Me,2017,139.0,"Biography,Drama,Music",5.8,44900000.0,0.0,44900000.0,Biography,Drama,Music
276,All Good Things,2010,101.0,"Crime,Drama,Mystery",6.3,582000.0,62500.0,644500.0,Crime,Drama,Mystery
1540,All Is Lost,2013,106.0,"Action,Adventure,Drama",6.9,6300000.0,7400000.0,13700000.0,Action,Adventure,Drama
2649,All Saints,2017,108.0,Drama,6.0,5800000.0,140000.0,5940000.0,Drama,,
1064,All Together,2011,96.0,"Comedy,Drama",6.7,43200.0,7200000.0,7243200.0,Comedy,Drama,
2787,All the Money in the World,2017,132.0,"Biography,Crime,Drama",6.8,25100000.0,31900000.0,57000000.0,Biography,Crime,Drama
2382,Allied,2016,124.0,"Action,Drama,Romance",7.1,40100000.0,79400000.0,119500000.0,Action,Drama,Romance
2645,Almost Christmas,2016,111.0,"Comedy,Drama",6.1,42200000.0,422000.0,42622000.0,Comedy,Drama,
367,Aloha,2015,105.0,"Comedy,Drama,Romance",5.4,21100000.0,5200000.0,26300000.0,Comedy,Drama,Romance
2198,Alone in Berlin,2016,103.0,"Drama,History,War",6.5,33100.0,0.0,33100.0,Drama,History,War
2984,Along with the Gods: The Two Worlds,2017,139.0,"Action,Drama,Fantasy",7.3,1900000.0,0.0,1900000.0,Action,Drama,Fantasy
1634,Alpha,2015,80.0,"Drama,Horror,Mystery",7.7,35900000.0,62300000.0,98200000.0,Drama,Horror,Mystery
1633,Alpha,2013,116.0,Crime,5.5,35900000.0,62300000.0,98200000.0,Crime,,
1635,Alpha,2018,96.0,"Adventure,Drama,Family",6.7,35900000.0,62300000.0,98200000.0,Adventure,Drama,Family
315,Alpha and Omega,2010,90.0,"Adventure,Animation,Comedy",5.3,25100000.0,25400000.0,50500000.0,Adventure,Animation,Comedy
1366,Alps,2011,93.0,Drama,6.4,16100.0,0.0,16100.0,Drama,,
926,Alvin and the Chipmunks: Chipwrecked,2011,87.0,"Adventure,Animation,Comedy",4.4,133100000.0,209600000.0,342700000.0,Adventure,Animation,Comedy
2168,Alvin and the Chipmunks: The Road Chip,2015,92.0,"Adventure,Animation,Comedy",5.1,85900000.0,148900000.0,234800000.0,Adventure,Animation,Comedy
1444,Always Kabhi Kabhi,2011,126.0,"Comedy,Crime,Drama",4.3,21400.0,0.0,21400.0,Comedy,Crime,Drama
1470,American Assassin,2017,112.0,"Action,Thriller",6.2,36200000.0,31000000.0,67200000.0,Action,Thriller,
2412,American Honey,2016,163.0,"Adventure,Drama,Romance",7.0,663000.0,1200000.0,1863000.0,Adventure,Drama,Romance
1257,American Hustle,2013,138.0,"Crime,Drama",7.2,150100000.0,101100000.0,251200000.0,Crime,Drama,
2349,American Made,2017,115.0,"Action,Biography,Comedy",7.2,51300000.0,83500000.0,134800000.0,Action,Biography,Comedy
10,American Pastoral,2016,108.0,"Crime,Drama",6.1,544000.0,0.0,544000.0,Crime,Drama,
901,American Reunion,2012,113.0,Comedy,6.7,57000000.0,178000000.0,235000000.0,Comedy,,
1687,American Sniper,2014,133.0,"Action,Biography,Drama",7.3,350100000.0,197300000.0,547400000.0,Action,Biography,Drama
2279,American Ultra,2015,96.0,"Action,Comedy,Sci-Fi",6.1,14400000.0,12700000.0,27100000.0,Action,Comedy,Sci-Fi
1443,Amityville: The Awakening,2017,85.0,"Horror,Thriller",4.9,700.0,7700000.0,7700700.0,Horror,Thriller,
898,Amour,2012,127.0,"Drama,Romance",7.9,6700000.0,13100000.0,19800000.0,Drama,Romance,
2187,Amour Fou,2014,96.0,"Comedy,Drama",6.3,13700.0,0.0,13700.0,Comedy,Drama,
2118,Amy,2015,128.0,"Biography,Documentary,Music",7.8,8400000.0,0.0,8400000.0,Biography,Documentary,Music
2119,Amy,2013,94.0,Horror,1.9,8400000.0,0.0,8400000.0,Horror,,
2847,An Actor Prepares,2018,97.0,Comedy,5.0,1700.0,0.0,1700.0,Comedy,,
1936,An Eye for Beauty,2014,102.0,Drama,5.5,9000.0,0.0,9000.0,Drama,,
2914,An Inconvenient Sequel: Truth to Power,2017,98.0,Documentary,6.3,3500000.0,1900000.0,5400000.0,Documentary,,
314,An Invisible Sign,2010,96.0,"Comedy,Drama,Family",5.4,1300.0,0.0,1300.0,Comedy,Drama,Family
1054,Anchor Baby,2010,95.0,"Drama,Thriller",7.0,15800.0,161000.0,176800.0,Drama,Thriller,
346,Anchorman 2: The Legend Continues,2013,119.0,Comedy,6.3,125200000.0,46300000.0,171500000.0,Comedy,,
1959,And So It Goes,2014,94.0,"Comedy,Drama,Romance",5.8,15200000.0,10200000.0,25400000.0,Comedy,Drama,Romance
3018,Andhadhun,2018,139.0,"Crime,Thriller",8.5,1200000.0,0.0,1200000.0,Crime,Thriller,
2281,Anesthesia,2015,90.0,"Crime,Drama,Thriller",6.1,32200.0,0.0,32200.0,Crime,Drama,Thriller
437,Animal Kingdom,2010,113.0,"Crime,Drama",7.3,1000000.0,5700000.0,6700000.0,Crime,Drama,
725,Anjaana Anjaani,2010,151.0,"Comedy,Drama,Musical",5.8,855000.0,761000.0,1616000.0,Comedy,Drama,Musical
1137,Anna,2015,96.0,Drama,6.8,4300.0,0.0,4300.0,Drama,,
1138,Anna,2015,109.0,"Crime,Drama,Thriller",5.6,4300.0,0.0,4300.0,Crime,Drama,Thriller
1140,Anna,2016,142.0,Biography,5.0,4300.0,0.0,4300.0,Biography,,
1136,Anna,2013,99.0,"Drama,Mystery,Sci-Fi",6.5,4300.0,0.0,4300.0,Drama,Mystery,Sci-Fi
1139,Anna,2015,110.0,Drama,6.3,4300.0,0.0,4300.0,Drama,,
1141,Anna,2017,97.0,Horror,2.4,4300.0,0.0,4300.0,Horror,,
1234,Anna Karenina,2012,129.0,"Drama,Romance",6.6,12800000.0,56100000.0,68900000.0,Drama,Romance,
2284,Annabelle,2014,99.0,"Horror,Mystery,Thriller",5.4,84300000.0,172800000.0,257100000.0,Horror,Mystery,Thriller
2756,Annabelle: Creation,2017,109.0,"Horror,Mystery,Thriller",6.5,102100000.0,204400000.0,306500000.0,Horror,Mystery,Thriller
1914,Anomalisa,2015,90.0,"Animation,Comedy,Drama",7.3,3800000.0,1900000.0,5700000.0,Animation,Comedy,Drama
740,Anonymous,2011,130.0,"Drama,Thriller",6.9,4500000.0,10900000.0,15400000.0,Drama,Thriller,
782,Another Earth,2011,92.0,"Drama,Romance,Sci-Fi",7.0,1300000.0,456000.0,1756000.0,Drama,Romance,Sci-Fi
1147,Another Happy Day,2011,119.0,"Comedy,Drama",6.0,8500.0,347000.0,355500.0,Comedy,Drama,
609,Another Year,2010,129.0,"Comedy,Drama",7.3,3200000.0,16500000.0,19700000.0,Comedy,Drama,
610,Another Year,2014,107.0,"Drama,Romance",6.6,3200000.0,16500000.0,19700000.0,Drama,Romance,
611,Another Year,2016,181.0,Documentary,7.2,3200000.0,16500000.0,19700000.0,Documentary,,
57,Ant-Man,2015,117.0,"Action,Adventure,Comedy",7.3,180200000.0,339100000.0,519300000.0,Action,Adventure,Comedy
2751,Ant-Man and the Wasp,2018,118.0,"Action,Adventure,Comedy",7.1,216600000.0,406000000.0,622600000.0,Action,Adventure,Comedy
2550,Anthropoid,2016,120.0,"Biography,History,Thriller",7.2,3000000.0,0.0,3000000.0,Biography,History,Thriller
2860,Antonio Lopez 1970: Sex Fashion & Disco,2017,95.0,"Biography,Documentary",6.5,43200.0,30000.0,73200.0,Biography,Documentary,
1575,Any Day Now,2012,98.0,Drama,7.5,201000.0,0.0,201000.0,Drama,,
1205,Apartment 143,2011,80.0,"Horror,Thriller",5.1,400.0,426000.0,426400.0,Horror,Thriller,
1221,Apollo 18,2011,86.0,"Horror,Mystery,Sci-Fi",5.2,17700000.0,7900000.0,25600000.0,Horror,Mystery,Sci-Fi
2214,Appropriate Behavior,2014,86.0,"Comedy,Drama,Romance",6.6,46900.0,0.0,46900.0,Comedy,Drama,Romance
2314,April and the Extraordinary World,2015,105.0,"Adventure,Animation,Comedy",7.3,295000.0,0.0,295000.0,Adventure,Animation,Comedy
695,Aquaman,2018,143.0,"Action,Adventure,Fantasy",7.1,335100000.0,812700000.0,1147800000.0,Action,Adventure,Fantasy
2770,Aquarius,2016,146.0,Drama,7.5,286000.0,0.0,286000.0,Drama,,
2268,Arabian Nights: Volume 1 - The Restless One,2015,125.0,Drama,7.0,12300.0,0.0,12300.0,Drama,,
2659,Arabian Nights: Volume 2 - The Desolate One,2015,131.0,Drama,7.2,6400.0,0.0,6400.0,Drama,,
2660,Arabian Nights: Volume 3 - The Enchanted One,2015,125.0,Drama,6.5,4500.0,0.0,4500.0,Drama,,
1214,Arbitrage,2012,107.0,"Drama,Thriller",6.6,7900000.0,27600000.0,35500000.0,Drama,Thriller,
749,Archipelago,2017,61.0,Documentary,6.1,7800.0,492000.0,499800.0,Documentary,,
748,Archipelago,2010,114.0,Drama,6.3,7800.0,492000.0,499800.0,Drama,,
2608,Argentina,2015,85.0,"Documentary,Musical",6.7,14900.0,0.0,14900.0,Documentary,Musical,
179,Argo,2012,120.0,"Biography,Drama,Thriller",7.7,136000000.0,96300000.0,232300000.0,Biography,Drama,Thriller
997,Armadillo,2010,105.0,"Documentary,War",7.5,14600.0,2000000.0,2014600.0,Documentary,War,
1995,Arrival,2016,116.0,"Drama,Mystery,Sci-Fi",7.9,100500000.0,102800000.0,203300000.0,Drama,Mystery,Sci-Fi
603,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy",7.1,46500000.0,101000000.0,147500000.0,Adventure,Animation,Comedy
1425,Arthur Newman,2012,93.0,Drama,5.7,208000.0,0.0,208000.0,Drama,,
416,As Good as Dead,2010,100.0,"Crime,Thriller",5.2,2000.0,53600.0,55600.0,Crime,Thriller,
2593,As I Open My Eyes,2015,102.0,Drama,6.8,31000.0,0.0,31000.0,Drama,,
2440,Ashby,2015,100.0,"Comedy,Crime,Drama",6.4,4600.0,0.0,4600.0,Comedy,Crime,Drama
1602,Assassin's Creed,2016,115.0,"Action,Adventure,Sci-Fi",5.8,54600000.0,186300000.0,240900000.0,Action,Adventure,Sci-Fi
