,title,year,runtime_minutes,genres,average_rating,domestic_gross,foreign_gross,total_gross,genre_1,genre_2,genre_3
792,Elite Squad: The Enemy Within,2010,115.0,"Action,Crime,Drama",8.0,100000.0,62900000.0,63000000.0,Action,Crime,Drama
2205,Elle,2016,130.0,"Crime,Drama,Thriller",7.1,2300000.0,0.0,2300000.0,Crime,Drama,Thriller
2204,Elle,2013,57.0,"Biography,Documentary",6.8,2300000.0,0.0,2300000.0,Biography,Documentary,
783,Elles,2011,99.0,Drama,5.6,158000.0,754000.0,912000.0,Drama,,
1601,Elvis & Nixon,2016,86.0,"Comedy,History",6.4,1100000.0,0.0,1100000.0,Comedy,History,
763,Elysium,2010,105.0,Drama,6.0,93100000.0,193100000.0,286200000.0,Drama,,
762,Elysium,2013,109.0,"Action,Drama,Sci-Fi",6.6,93100000.0,193100000.0,286200000.0,Action,Drama,Sci-Fi
2572,Embrace of the Serpent,2015,125.0,"Adventure,Drama",7.9,1300000.0,0.0,1300000.0,Adventure,Drama,
1613,Emperor,2012,105.0,"Drama,History,War",6.5,3300000.0,0.0,3300000.0,Drama,History,War
2353,Empire of Lust,2015,113.0,"Action,Drama,Romance",5.9,10700.0,0.0,10700.0,Action,Drama,Romance
1359,End of Watch,2012,109.0,"Action,Crime,Drama",7.6,41000000.0,7100000.0,48100000.0,Action,Crime,Drama
1164,Ender's Game,2013,114.0,"Action,Adventure,Fantasy",6.6,61700000.0,63800000.0,125500000.0,Action,Adventure,Fantasy
1817,Enemy,2013,91.0,"Mystery,Thriller",6.9,1000000.0,2400000.0,3400000.0,Mystery,Thriller,
1818,Enemy,2015,105.0,"Drama,Fantasy,Mystery",5.6,1000000.0,2400000.0,3400000.0,Drama,Fantasy,Mystery
1691,English Vinglish,2012,134.0,"Comedy,Drama,Family",7.9,1900000.0,0.0,1900000.0,Comedy,Drama,Family
1903,Enough Said,2013,93.0,"Comedy,Drama,Romance",7.0,17600000.0,7700000.0,25300000.0,Comedy,Drama,Romance
1065,Entourage,2015,104.0,Comedy,6.6,32400000.0,16900000.0,49300000.0,Comedy,,
113,Epic,2013,102.0,"Adventure,Animation,Family",6.7,107500000.0,160900000.0,268400000.0,Adventure,Animation,Family
2225,Equals,2014,116.0,Drama,7.1,33300.0,2100000.0,2133300.0,Drama,,
2226,Equals,2015,101.0,"Drama,Romance,Sci-Fi",6.1,33300.0,2100000.0,2133300.0,Drama,Romance,Sci-Fi
1287,Ernest & Celestine,2012,80.0,"Adventure,Animation,Comedy",7.9,262000.0,4800000.0,5062000.0,Adventure,Animation,Comedy
310,Escape Plan,2013,115.0,"Action,Crime,Mystery",6.7,25100000.0,112200000.0,137300000.0,Action,Crime,Mystery
1981,Escobar: Paradise Lost,2014,120.0,"Crime,Drama,History",6.5,196000.0,3600000.0,3796000.0,Crime,Drama,History
236,Eva,2010,111.0,Drama,5.4,16700.0,0.0,16700.0,Drama,,
239,Eva,2018,100.0,"Drama,Romance",4.6,16700.0,0.0,16700.0,Drama,Romance,
238,Eva,2016,85.0,"Drama,Romance",5.7,16700.0,0.0,16700.0,Drama,Romance,
237,Eva,2011,94.0,"Drama,Fantasy,Sci-Fi",6.7,16700.0,0.0,16700.0,Drama,Fantasy,Sci-Fi
117,Evangelion: 3.0 You Can (Not) Redo,2012,96.0,"Action,Animation,Drama",7.0,175000.0,60300000.0,60475000.0,Action,Animation,Drama
590,Even the Rain,2010,103.0,"Drama,History",7.5,518000.0,5300000.0,5818000.0,Drama,History,
1119,Every Secret Thing,2014,93.0,"Crime,Drama,Mystery",6.1,104000.0,0.0,104000.0,Crime,Drama,Mystery
2818,Everybody Loves Somebody,2017,102.0,"Comedy,Romance",6.5,1900000.0,0.0,1900000.0,Comedy,Romance,
2162,Everybody Wants Some!!,2016,117.0,Comedy,7.0,3400000.0,0.0,3400000.0,Comedy,,
756,Everything Must Go,2010,97.0,"Comedy,Drama",6.4,2700000.0,0.0,2700000.0,Comedy,Drama,
2730,"Everything, Everything",2017,96.0,"Drama,Romance",6.4,34100000.0,27500000.0,61600000.0,Drama,Romance,
2573,Evolution,2015,81.0,"Drama,Mystery,Sci-Fi",6.0,24800.0,0.0,24800.0,Drama,Mystery,Sci-Fi
45,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi",7.7,25400000.0,11400000.0,36800000.0,Drama,Mystery,Sci-Fi
855,Exit Through the Gift Shop,2010,87.0,"Comedy,Crime,Documentary",8.0,3300000.0,2000000.0,5300000.0,Comedy,Crime,Documentary
751,Exodus: Gods and Kings,2014,150.0,"Action,Adventure,Drama",6.0,65000000.0,203200000.0,268200000.0,Action,Adventure,Drama
2418,Experimenter,2015,98.0,"Biography,Drama,History",6.6,156000.0,0.0,156000.0,Biography,Drama,History
3000,Explosion,2017,106.0,"Action,Thriller",5.8,123000.0,0.0,123000.0,Action,Thriller,
2106,Extraction,2015,105.0,"Action,Crime,Thriller",5.1,16800.0,0.0,16800.0,Action,Crime,Thriller
2105,Extraction,2013,106.0,Action,4.8,16800.0,0.0,16800.0,Action,,
2107,Extraction,2015,92.0,"Action,Adventure,Crime",4.1,16800.0,0.0,16800.0,Action,Adventure,Crime
368,Extraordinary Measures,2010,106.0,Drama,6.5,12100000.0,3100000.0,15200000.0,Drama,,
2945,Extraordinary Mission,2017,117.0,"Action,Crime",6.2,54200.0,0.0,54200.0,Action,Crime,
55,Extremely Loud & Incredibly Close,2011,129.0,"Adventure,Drama,Mystery",6.9,31800000.0,23400000.0,55200000.0,Adventure,Drama,Mystery
1567,Eye in the Sky,2015,102.0,"Drama,Thriller,War",7.3,18700000.0,0.0,18700000.0,Drama,Thriller,War
1096,Eyes Wide Open,2010,110.0,"Documentary,History",8.7,26300.0,250000.0,276300.0,Documentary,History,
2927,Fabricated City,2017,126.0,"Action,Crime",6.9,105000.0,0.0,105000.0,Action,Crime,
2828,Faces Places,2017,94.0,Documentary,7.9,954000.0,0.0,954000.0,Documentary,,
1756,Fading Gigolo,2013,90.0,Comedy,6.2,3800000.0,9600000.0,13400000.0,Comedy,,
1792,Falcon Rising,2014,103.0,"Action,Adventure",5.8,11800.0,0.0,11800.0,Action,Adventure,
2704,Fall in Love Like a Star,2015,98.0,Romance,5.2,213000.0,0.0,213000.0,Romance,,
2291,Fan,2016,138.0,"Action,Drama,Thriller",7.1,2300000.0,25900000.0,28200000.0,Action,Drama,Thriller
2290,Fan,2015,90.0,Drama,5.8,2300000.0,25900000.0,28200000.0,Drama,,
2533,Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,"Adventure,Family,Fantasy",6.6,159600000.0,494100000.0,653700000.0,Adventure,Family,Fantasy
728,Fantastic Four,2015,100.0,"Action,Adventure,Drama",4.3,56100000.0,111900000.0,168000000.0,Action,Adventure,Drama
2160,Far from Men,2014,101.0,"Drama,War,Western",7.2,5300.0,0.0,5300.0,Drama,War,Western
2157,Far from the Madding Crowd,2015,119.0,"Drama,Romance",7.1,12200000.0,18000000.0,30200000.0,Drama,Romance,
1399,Fast & Furious 6,2013,130.0,"Action,Crime,Thriller",7.1,238700000.0,550000000.0,788700000.0,Action,Crime,Thriller
874,Fast Five,2011,130.0,"Action,Crime,Thriller",7.3,209800000.0,416300000.0,626100000.0,Action,Crime,Thriller
612,Faster,2010,98.0,"Action,Crime,Drama",6.5,23200000.0,12400000.0,35600000.0,Action,Crime,Drama
2517,Fate/Stay Night: Heaven's Feel - I. Presage Flower,2017,120.0,"Action,Animation,Drama",7.3,194000.0,0.0,194000.0,Action,Animation,Drama
1478,Father Figures,2017,113.0,"Adventure,Comedy,Drama",5.5,17500000.0,8100000.0,25600000.0,Adventure,Comedy,Drama
1479,Father Figures,2013,58.0,Documentary,6.8,17500000.0,8100000.0,25600000.0,Documentary,,
2603,Fatima,2015,79.0,"Drama,Family",6.4,50100.0,0.0,50100.0,Drama,Family,
1890,Fed Up,2014,92.0,Documentary,7.7,1500000.0,0.0,1500000.0,Documentary,,
2050,Fences,2016,139.0,Drama,7.2,57700000.0,6700000.0,64400000.0,Drama,,
2308,Ferdinand,2017,108.0,"Adventure,Animation,Comedy",6.7,84400000.0,211700000.0,296100000.0,Adventure,Animation,Comedy
1639,Ferrari Ki Sawaari,2012,140.0,"Comedy,Drama,Family",6.4,434000.0,0.0,434000.0,Comedy,Drama,Family
2449,Fidelio: Alice's Odyssey,2014,97.0,"Drama,Romance",6.4,3600.0,0.0,3600.0,Drama,Romance,
2602,Fifty Shades Darker,2017,118.0,"Drama,Romance",4.6,114600000.0,267000000.0,381600000.0,Drama,Romance,
2607,Fifty Shades Freed,2018,105.0,"Drama,Romance,Thriller",4.5,100400000.0,271500000.0,371900000.0,Drama,Romance,Thriller
2650,Fifty Shades of Black,2016,92.0,Comedy,3.5,11700000.0,10500000.0,22200000.0,Comedy,,
1824,Fifty Shades of Grey,2015,125.0,"Drama,Romance,Thriller",4.1,166200000.0,404800000.0,571000000.0,Drama,Romance,Thriller
1724,Fill the Void,2012,90.0,"Drama,Romance",6.7,1800000.0,0.0,1800000.0,Drama,Romance,
2845,Film Stars Don't Die in Liverpool,2017,105.0,"Biography,Drama,Romance",6.7,1000000.0,0.0,1000000.0,Biography,Drama,Romance
648,Filth,2013,97.0,"Comedy,Crime,Drama",7.1,34400.0,8300000.0,8334400.0,Comedy,Crime,Drama
944,Final Destination 5,2011,92.0,Horror,5.9,42600000.0,115300000.0,157900000.0,Horror,,
2609,Final Portrait,2017,90.0,"Biography,Comedy,Drama",6.3,462000.0,0.0,462000.0,Biography,Comedy,Drama
1778,Finding Dory,2016,97.0,"Adventure,Animation,Comedy",7.3,486300000.0,542300000.0,1028600000.0,Adventure,Animation,Comedy
2234,Finding Fanny,2014,102.0,"Adventure,Comedy,Drama",5.8,616000.0,7100000.0,7716000.0,Adventure,Comedy,Drama
1671,Finding Mr. Right,2013,121.0,Comedy,6.4,6900.0,0.0,6900.0,Comedy,,
2071,Finding Vivian Maier,2013,83.0,"Biography,Documentary,Mystery",7.7,1500000.0,0.0,1500000.0,Biography,Documentary,Mystery
2618,Finding Your Feet,2017,111.0,"Comedy,Drama,Music",6.7,1400000.0,0.0,1400000.0,Comedy,Drama,Music
2385,Fire at Sea,2016,114.0,Documentary,6.8,121000.0,0.0,121000.0,Documentary,,
316,First Man,2018,141.0,"Biography,Drama,History",7.4,44900000.0,60800000.0,105700000.0,Biography,Drama,History
317,First Man,2017,92.0,Documentary,6.6,44900000.0,60800000.0,105700000.0,Documentary,,
1528,First Position,2011,95.0,Documentary,7.6,1000000.0,0.0,1000000.0,Documentary,,
2304,Fist Fight,2017,91.0,Comedy,5.6,32200000.0,8900000.0,41100000.0,Comedy,,
2109,Fists of Legend,2013,154.0,Action,6.9,134000.0,5300000.0,5434000.0,Action,,
2592,Fitoor,2016,131.0,"Drama,Romance",5.4,529000.0,0.0,529000.0,Drama,Romance,
1400,Flight,2012,138.0,"Drama,Thriller",7.3,93800000.0,68000000.0,161800000.0,Drama,Thriller,
103,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,1800000.0,0.0,1800000.0,Comedy,Drama,Romance
104,Flipped,2015,90.0,"Drama,Thriller",6.0,1800000.0,0.0,1800000.0,Drama,Thriller,
2538,Florence Foster Jenkins,2016,111.0,"Biography,Comedy,Drama",6.8,27400000.0,21500000.0,48900000.0,Biography,Comedy,Drama
981,Flowers,2014,99.0,Drama,6.9,61600.0,0.0,61600.0,Drama,,
980,Flowers,2010,110.0,Drama,6.8,61600.0,0.0,61600.0,Drama,,
982,Flowers,2015,79.0,"Horror,Mystery,Thriller",5.6,61600.0,0.0,61600.0,Horror,Mystery,Thriller
1085,Flying Swords of Dragon Gate,2011,122.0,"Action,Adventure",6.0,170000.0,0.0,170000.0,Action,Adventure,
775,Flypaper,2011,87.0,"Comedy,Crime,Mystery",6.4,5000.0,3100000.0,3105000.0,Comedy,Crime,Mystery
643,Footnote,2011,107.0,"Comedy,Drama",7.1,2000000.0,0.0,2000000.0,Comedy,Drama,
562,For Colored Girls,2010,133.0,Drama,6.1,37700000.0,17300.0,37717300.0,Drama,,
1627,For No Good Reason,2012,89.0,"Biography,Documentary,History",7.0,67400.0,0.0,67400.0,Biography,Documentary,History
2865,For a Few Bullets,2016,115.0,"Action,Comedy",5.4,30100.0,0.0,30100.0,Action,Comedy,
1517,"For a Good Time, Call...",2012,85.0,Comedy,6.0,1300000.0,0.0,1300000.0,Comedy,,
1679,For a Woman,2013,110.0,Drama,6.5,32299.0,1200000.0,1232299.0,Drama,,
1514,Force,2011,137.0,"Action,Thriller",6.4,0.0,4800000.0,4800000.0,Action,Thriller,
1515,Force,2014,135.0,"Action,Drama",6.2,0.0,4800000.0,4800000.0,Action,Drama,
1638,Force Majeure,2014,120.0,"Comedy,Drama",7.3,1400000.0,0.0,1400000.0,Comedy,Drama,
478,Four Lions,2010,97.0,"Comedy,Crime,Drama",7.3,305000.0,4400000.0,4705000.0,Comedy,Crime,Drama
233,Foxcatcher,2014,134.0,"Biography,Drama,Sport",7.0,12100000.0,0.0,12100000.0,Biography,Drama,Sport
2947,Foxtrot,2017,113.0,Mystery,6.0,619000.0,0.0,619000.0,Mystery,,
2948,Foxtrot,2017,113.0,Drama,7.4,619000.0,0.0,619000.0,Drama,,
1845,Frances Ha,2012,86.0,"Comedy,Drama,Romance",7.4,4099999.0,0.0,4099999.0,Comedy,Drama,Romance
2321,Francofonia,2015,88.0,"Drama,History",6.6,307000.0,0.0,307000.0,Drama,History,
903,Frank,2012,94.0,Drama,6.9,645000.0,0.0,645000.0,Drama,,
902,Frank,2014,95.0,"Comedy,Drama,Music",7.0,645000.0,0.0,645000.0,Comedy,Drama,Music
260,Frankenweenie,2012,87.0,"Animation,Comedy,Family",7.0,35300000.0,46200000.0,81500000.0,Animation,Comedy,Family
2736,Frantz,2016,113.0,"Drama,History,Romance",7.5,881000.0,0.0,881000.0,Drama,History,Romance
263,Freakonomics,2010,93.0,Documentary,6.4,101000.0,16400.0,117400.0,Documentary,,
941,Free Birds,2013,91.0,"Adventure,Animation,Comedy",5.9,55800000.0,54600000.0,110400000.0,Adventure,Animation,Comedy
2543,Free Fire,2016,91.0,"Action,Comedy,Crime",6.4,1800000.0,0.0,1800000.0,Action,Comedy,Crime
1101,Free Men,2011,99.0,"Drama,History,Romance",6.6,53800.0,564000.0,617800.0,Drama,History,Romance
3009,Free Solo,2018,100.0,"Documentary,Sport",8.2,17500000.0,0.0,17500000.0,Documentary,Sport,
247,Free State of Jones,2016,139.0,"Action,Biography,Drama",6.9,20800000.0,4200000.0,25000000.0,Action,Biography,Drama
1033,Freeheld,2015,103.0,"Biography,Drama,Romance",6.5,573000.0,0.0,573000.0,Biography,Drama,Romance
1777,Friend Request,2015,106.0,Horror,4.9,3800000.0,0.0,3800000.0,Horror,,
1775,Friend Request,2013,91.0,Thriller,4.0,3800000.0,0.0,3800000.0,Thriller,,
1776,Friend Request,2016,92.0,"Horror,Thriller",5.3,3800000.0,0.0,3800000.0,Horror,Thriller,
968,Friends with Benefits,2011,109.0,"Comedy,Romance",6.6,55800000.0,93700000.0,149500000.0,Comedy,Romance,
1148,Friends with Kids,2011,107.0,"Comedy,Drama,Romance",6.1,7300000.0,5800000.0,13100000.0,Comedy,Drama,Romance
2668,From Afar,2015,93.0,"Drama,Romance",6.6,30200.0,0.0,30200.0,Drama,Romance,
278,From Paris with Love,2010,92.0,"Action,Crime,Thriller",6.5,24100000.0,28700000.0,52800000.0,Action,Crime,Thriller
131,From Prada to Nada,2011,107.0,"Comedy,Drama,Romance",5.6,3000000.0,123000.0,3123000.0,Comedy,Drama,Romance
1253,From Up on Poppy Hill,2011,91.0,"Animation,Drama,Family",7.5,1000000.0,60000000.0,61000000.0,Animation,Drama,Family
2446,From the Land of the Moon,2016,120.0,"Drama,Romance",6.7,47700.0,6500000.0,6547700.0,Drama,Romance,
460,Frozen,2010,92.0,"Fantasy,Romance",5.4,400700000.0,875700000.0,1276400000.0,Fantasy,Romance,
459,Frozen,2010,93.0,"Adventure,Drama,Sport",6.2,400700000.0,875700000.0,1276400000.0,Adventure,Drama,Sport
461,Frozen,2013,102.0,"Adventure,Animation,Comedy",7.5,400700000.0,875700000.0,1276400000.0,Adventure,Animation,Comedy
1833,Fruitvale Station,2013,85.0,"Biography,Drama,Romance",7.5,16100000.0,1300000.0,17400000.0,Biography,Drama,Romance
1042,Fun Size,2012,86.0,"Adventure,Comedy",5.4,9400000.0,2000000.0,11400000.0,Adventure,Comedy,
2101,Furious 7,2015,137.0,"Action,Crime,Thriller",7.2,353000000.0,1163.0,353001163.0,Action,Crime,Thriller
67,Furry Vengeance,2010,92.0,"Comedy,Family",3.8,17600000.0,18600000.0,36200000.0,Comedy,Family,
844,G.I. Joe: Retaliation,2013,110.0,"Action,Adventure,Sci-Fi",5.8,122500000.0,253200000.0,375700000.0,Action,Adventure,Sci-Fi
1940,Gabbar is Back,2015,128.0,Action,7.2,535000.0,0.0,535000.0,Action,,
2955,Gabriel and the Mountain,2017,131.0,Drama,7.0,18400.0,0.0,18400.0,Drama,,
469,Gainsbourg: A Heroic Life,2010,135.0,"Biography,Drama,Music",6.9,233000.0,12000000.0,12233000.0,Biography,Drama,Music
2063,Game Night,2018,100.0,"Action,Comedy,Crime",7.0,69200000.0,48500000.0,117700000.0,Action,Comedy,Crime
454,Gangster Squad,2013,113.0,"Action,Crime,Drama",6.7,46000000.0,59200000.0,105200000.0,Action,Crime,Drama
797,GasLand,2010,107.0,Documentary,7.7,30800.0,18600.0,49400.0,Documentary,,
2915,Gauguin: Voyage to Tahiti,2017,102.0,"Biography,Drama,Romance",5.9,200000.0,3100000.0,3300000.0,Biography,Drama,Romance
2093,Gemma Bovery,2014,99.0,"Comedy,Drama,Romance",6.4,192000.0,0.0,192000.0,Comedy,Drama,Romance
1715,Generation Iron,2013,106.0,"Documentary,Drama,Sport",7.1,850000.0,0.0,850000.0,Documentary,Drama,Sport
1114,Genius,2018,105.0,Drama,6.2,1400000.0,4300000.0,5700000.0,Drama,,
1111,Genius,2016,104.0,"Biography,Drama",6.6,1400000.0,4300000.0,5700000.0,Biography,Drama,
1112,Genius,2012,105.0,Drama,5.4,1400000.0,4300000.0,5700000.0,Drama,,
1113,Genius,2018,165.0,"Action,Thriller",4.7,1400000.0,4300000.0,5700000.0,Action,Thriller,
2861,Gentleman,2016,144.0,"Mystery,Romance,Thriller",7.1,898000.0,0.0,898000.0,Mystery,Romance,Thriller
1500,Geostorm,2017,109.0,"Action,Sci-Fi,Thriller",5.3,33700000.0,187900000.0,221600000.0,Action,Sci-Fi,Thriller
1502,Gerhard Richter Painting,2011,97.0,Documentary,7.2,243000.0,0.0,243000.0,Documentary,,
2003,Get Hard,2015,100.0,"Comedy,Crime",6.0,90400000.0,21400000.0,111800000.0,Comedy,Crime,
335,Get Him to the Greek,2010,109.0,"Adventure,Comedy,Music",6.4,61000000.0,30300000.0,91300000.0,Adventure,Comedy,Music
2739,Get Out,2017,104.0,"Horror,Mystery,Thriller",7.7,176000000.0,79400000.0,255400000.0,Horror,Mystery,Thriller
2206,Gett: The Trial of Viviane Amsalem,2014,115.0,Drama,7.7,988000.0,0.0,988000.0,Drama,,
1750,Ghanchakkar,2013,137.0,"Comedy,Crime,Thriller",5.7,203000.0,0.0,203000.0,Comedy,Crime,Thriller
207,Ghost Rider: Spirit of Vengeance,2011,96.0,"Action,Fantasy,Thriller",4.3,51800000.0,80800000.0,132600000.0,Action,Fantasy,Thriller
2815,Ghost Stories,2017,98.0,"Drama,Horror",6.4,149000.0,0.0,149000.0,Drama,Horror,
2582,Ghost in the Shell: The New Movie,2015,100.0,"Action,Animation,Sci-Fi",6.7,101000.0,0.0,101000.0,Action,Animation,Sci-Fi
2421,Gifted,2017,101.0,Drama,7.6,24800000.0,18200000.0,43000000.0,Drama,,
2419,Gifted,2018,105.0,Documentary,7.0,24800000.0,18200000.0,43000000.0,Documentary,,
2420,Gifted,2014,103.0,"Crime,Drama,Thriller",5.6,24800000.0,18200000.0,43000000.0,Crime,Drama,Thriller
1629,Ginger & Rosa,2012,90.0,Drama,6.3,1000000.0,0.0,1000000.0,Drama,,
1291,Girl in Progress,2012,93.0,"Comedy,Drama",5.6,2600000.0,2000000.0,4600000.0,Comedy,Drama,
1081,Girl on a Bicycle,2013,101.0,"Comedy,Drama,Romance",6.2,91400.0,0.0,91400.0,Comedy,Drama,Romance
2360,Girls Trip,2017,122.0,"Comedy,Drama",6.2,115200000.0,25400000.0,140600000.0,Comedy,Drama,
3011,Girls vs Gangsters,2018,120.0,"Comedy,Drama",3.3,37100.0,0.0,37100.0,Comedy,Drama,
1454,Gladiators of Rome,2012,94.0,"Adventure,Animation,Comedy",5.2,8200.0,10100000.0,10108200.0,Adventure,Animation,Comedy
2687,Go Away Mr. Tumor,2015,85.0,"Comedy,Romance",6.6,287000.0,21500000.0,21787000.0,Comedy,Romance,
1943,Go Goa Gone,2013,108.0,"Action,Adventure,Comedy",6.6,298000.0,0.0,298000.0,Action,Adventure,Comedy
1408,God Bless America,2011,105.0,"Adventure,Comedy,Crime",7.2,123000.0,0.0,123000.0,Adventure,Comedy,Crime
1662,God Help the Girl,2014,112.0,"Drama,Music,Romance",6.4,103000.0,0.0,103000.0,Drama,Music,Romance
1985,God's Not Dead,2014,113.0,Drama,4.8,60800000.0,3900000.0,64700000.0,Drama,,
2693,God's Not Dead 2,2016,120.0,Drama,4.4,20800000.0,3700000.0,24500000.0,Drama,,
2411,God's Own Country,2017,104.0,"Drama,Romance",7.7,336000.0,0.0,336000.0,Drama,Romance,
2410,God's Own Country,2014,133.0,Drama,6.2,336000.0,0.0,336000.0,Drama,,
2153,God's Pocket,2014,88.0,"Crime,Drama",6.1,170000.0,0.0,170000.0,Crime,Drama,
2839,Godard Mon Amour,2017,107.0,"Biography,Comedy,Drama",6.6,82300.0,0.0,82300.0,Biography,Comedy,Drama
1922,Gods of Egypt,2016,127.0,"Action,Adventure,Fantasy",5.4,31200000.0,119500000.0,150700000.0,Action,Adventure,Fantasy
457,Going the Distance,2016,117.0,Unknown,3.9,17800000.0,24200000.0,42000000.0,Unknown,,
456,Going the Distance,2010,102.0,"Comedy,Romance",6.3,17800000.0,24200000.0,42000000.0,Comedy,Romance,
1264,Gold,2019,105.0,Drama,5.2,7200000.0,7700000.0,14900000.0,Drama,,
1263,Gold,2018,151.0,"Drama,History,Sport",7.4,7200000.0,7700000.0,14900000.0,Drama,History,Sport
1262,Gold,2017,103.0,"Adventure,Drama,History",5.6,7200000.0,7700000.0,14900000.0,Adventure,Drama,History
1261,Gold,2014,88.0,"Comedy,Drama,Family",6.7,7200000.0,7700000.0,14900000.0,Comedy,Drama,Family
1260,Gold,2013,101.0,"Adventure,Drama,Western",6.2,7200000.0,7700000.0,14900000.0,Adventure,Drama,Western
1259,Gold,2016,120.0,"Adventure,Drama,Thriller",6.7,7200000.0,7700000.0,14900000.0,Adventure,Drama,Thriller
582,Golden Slumber,2018,108.0,"Action,Thriller",5.9,94500.0,10600000.0,10694500.0,Action,Thriller,
581,Golden Slumber,2010,139.0,"Action,Drama,Thriller",7.1,94500.0,10600000.0,10694500.0,Action,Drama,Thriller
804,Golmaal 3,2010,155.0,"Action,Comedy",5.4,1100000.0,935000.0,2035000.0,Action,Comedy,
956,Gone,2011,85.0,Documentary,6.5,11700000.0,6400000.0,18100000.0,Documentary,,
957,Gone,2011,95.0,Thriller,5.1,11700000.0,6400000.0,18100000.0,Thriller,,
958,Gone,2012,94.0,"Action,Adventure,Drama",5.9,11700000.0,6400000.0,18100000.0,Action,Adventure,Drama
959,Gone,2012,50.0,Drama,6.6,11700000.0,6400000.0,18100000.0,Drama,,
1769,Gone Girl,2014,149.0,"Drama,Mystery,Thriller",8.1,167800000.0,201600000.0,369400000.0,Drama,Mystery,Thriller
3019,Gonjiam: Haunted Asylum,2018,95.0,"Horror,Mystery",6.1,115000.0,0.0,115000.0,Horror,Mystery,
2272,Good Kill,2014,102.0,"Drama,Thriller,War",6.4,316000.0,0.0,316000.0,Drama,Thriller,War
2696,Good Time,2017,101.0,"Crime,Drama,Thriller",7.3,2000000.0,0.0,2000000.0,Crime,Drama,Thriller
933,Goodbye First Love,2011,110.0,"Drama,Romance",6.6,95000.0,0.0,95000.0,Drama,Romance,
2741,Goodbye Mr. Loser,2015,104.0,Comedy,6.7,1300000.0,226800000.0,228100000.0,Comedy,,
2742,Goodbye Mr. Loser,2017,105.0,Comedy,7.2,1300000.0,226800000.0,228100000.0,Comedy,,
1912,Goodbye to Language,2014,70.0,"Drama,Fantasy",5.9,390000.0,0.0,390000.0,Drama,Fantasy,
2217,Goodnight Mommy,2014,99.0,"Horror,Mystery,Thriller",6.7,1200000.0,0.0,1200000.0,Horror,Mystery,Thriller
665,Goon,2011,92.0,"Comedy,Drama,Sport",6.8,4200000.0,2300000.0,6500000.0,Comedy,Drama,Sport
199,Goosebumps,2015,103.0,"Adventure,Comedy,Family",6.3,80100000.0,70100000.0,150200000.0,Adventure,Comedy,Family
2835,Goosebumps 2: Haunted Halloween,2018,90.0,"Adventure,Comedy,Family",5.6,46700000.0,46600000.0,93300000.0,Adventure,Comedy,Family
1266,Gotti,2018,112.0,"Biography,Crime,Drama",4.8,4300000.0,0.0,4300000.0,Biography,Crime,Drama
2717,Graduation,2016,128.0,"Crime,Drama",7.4,176000.0,0.0,176000.0,Crime,Drama,
1965,Grand Masti,2013,137.0,"Comedy,Drama,Romance",4.4,414000.0,0.0,414000.0,Comedy,Drama,Romance
976,Grassroots,2012,98.0,"Comedy,Drama",5.3,12400.0,0.0,12400.0,Comedy,Drama,
652,Gravity,2013,91.0,"Drama,Sci-Fi,Thriller",7.7,274100000.0,449100000.0,723200000.0,Drama,Sci-Fi,Thriller
2967,Green Book,2018,130.0,"Biography,Comedy,Drama",8.3,85100000.0,234700000.0,319800000.0,Biography,Comedy,Drama
256,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",5.5,116600000.0,103300000.0,219900000.0,Action,Adventure,Sci-Fi
2522,Green Room,2015,95.0,"Horror,Music,Thriller",7.0,3200000.0,0.0,3200000.0,Horror,Music,Thriller
141,Green Zone,2010,115.0,"Action,Drama,Thriller",6.8,35100000.0,59800000.0,94900000.0,Action,Drama,Thriller
356,Greenberg,2010,107.0,"Comedy,Drama,Romance",6.1,4200000.0,1900000.0,6100000.0,Comedy,Drama,Romance
2414,Gringo,2018,111.0,"Action,Comedy,Crime",6.1,5000000.0,6000000.0,11000000.0,Action,Comedy,Crime
2415,Gringo,2016,80.0,Drama,4.4,5000000.0,6000000.0,11000000.0,Drama,,
515,Grown Ups,2010,102.0,Comedy,6.0,162000000.0,109400000.0,271400000.0,Comedy,,
1703,Grown Ups 2,2013,101.0,Comedy,5.4,133699999.0,113300000.0,246999999.0,Comedy,,
1040,Grudge Match,2013,113.0,"Comedy,Drama,Sport",6.4,29800000.0,15100000.0,44900000.0,Comedy,Drama,Sport
2183,Guardian Angel,2014,86.0,"Action,Drama",7.7,19500.0,0.0,19500.0,Action,Drama,
1536,Guardians of the Galaxy,2014,121.0,"Action,Adventure,Comedy",8.1,333200000.0,440200000.0,773400000.0,Action,Adventure,Comedy
2483,Guardians of the Galaxy Vol. 2,2017,136.0,"Action,Adventure,Comedy",7.7,389800000.0,473900000.0,863700000.0,Action,Adventure,Comedy
452,Gulliver's Travels,2010,85.0,"Adventure,Comedy,Family",4.9,42800000.0,194600000.0,237400000.0,Adventure,Comedy,Family
624,Guzaarish,2010,126.0,Drama,7.5,1000000.0,695000.0,1695000.0,Drama,,
1632,Hacksaw Ridge,2016,139.0,"Biography,Drama,History",8.1,67200000.0,108100000.0,175300000.0,Biography,Drama,History
